V1;V2;V3;V4;V5;V6;V7;V8;V9;V10;V11;V12;V13;V14;V15;V16;V17;V18;V19;V20
0,27685;0,25301;0,2534;0,4395;0,4385;0,59242;0,70014;0,36081;0,36213;0,7647;0,83899;0,60202;0,67757;0,6372;0,71096;0,22741;0,22231;0,29039;0,29034;0
0,28645;0,23055;0,253;0,43937;0,4395;0,61757;0,59242;0,41149;0,36081;0,77893;0,7647;0,62543;0,60202;0,57116;0,6372;0,23304;0,22741;0,29315;0,29039;0
0,29605;0,19289;0,2306;0,43897;0,4394;0,54391;0,61757;0,29725;0,41149;0,79492;0,77893;0,64141;0,62543;0,51258;0,57116;0,23908;0,23304;0,29772;0,29315;0
0,29925;0,17942;0,1929;0,43386;0,439;0,52429;0,54391;0,28682;0,29725;0,82896;0,79492;0,68027;0,64141;0,55399;0,51258;0,24524;0,23908;0,29568;0,29772;0
0,30503;0,12269;0,1794;0,41182;0,4339;0,65868;0,52429;0,43141;0,28682;0,80826;0,82896;0,64554;0,68027;0,65251;0,55399;0,25249;0,24524;0,29273;0,29568;0
0,30725;0,0892;0,1227;0,39479;0,4118;0,63825;0,65868;0,40412;0,43141;0,82327;0,80826;0,66519;0,64554;0,63241;0,65251;0,25898;0,25249;0,29881;0,29273;0
0,29113;0,07016;0,0892;0,35614;0,3948;0,56729;0,63825;0,40577;0,40412;0,76649;0,82327;0,61317;0,66519;0,57569;0,63241;0,26497;0,25898;0,29974;0,29881;0
0,29248;0,07777;0,0702;0,32214;0,3561;0,5622;0,56729;0,41449;0,40577;0,76603;0,76649;0,58951;0,61317;0,548;0,57569;0,27025;0,26497;0,29903;0,29974;0
0,29396;0,08166;0,0778;0,27904;0,3221;0,55034;0,5622;0,32703;0,41449;0,75454;0,76603;0,57498;0,58951;0,53774;0,548;0,27552;0,27025;0,29797;0,29903;0
0,26234;0,18385;0,0817;0,23168;0,279;0,45711;0,55034;0,28348;0,32703;0,67216;0,75454;0,45989;0,57498;0,48356;0,53774;0,27882;0,27552;0,28943;0,29797;0
0,26627;0,17336;0,1838;0,19066;0,2317;0,51229;0,45711;0,35882;0,28348;0,67082;0,67216;0,48944;0,45989;0,49128;0,48356;0,28158;0,27882;0,28124;0,28943;0
0,25827;0,19208;0,1734;0,14839;0,1907;0,4865;0,51229;0,34641;0,35882;0,59605;0,67082;0,36209;0,48944;0,47371;0,49128;0,28371;0,28158;0,27466;0,28124;0
0,25225;0,18014;0,1921;0,14641;0,1484;0,46581;0,4865;0,34111;0,34641;0,54641;0,59605;0,29336;0,36209;0,48302;0,47371;0,28383;0,28371;0,26662;0,27466;0
0,26197;0,05541;0,1801;0,15042;0,1464;0,57984;0,46581;0,46548;0,34111;0,5747;0,54641;0,30481;0,29336;0,56171;0,48302;0,28334;0,28383;0,26022;0,26662;0
0,24659;0,08434;0,0554;0,16229;0,1504;0,52645;0,57984;0,40025;0,46548;0,52793;0,5747;0,26625;0,30481;0,53908;0,56171;0,28239;0,28334;0,25707;0,26022;0
0,24917;0,06797;0,0843;0,17361;0,1623;0,55568;0,52645;0,43328;0,40025;0,53945;0,52793;0,27113;0,26625;0,55186;0,53908;0,28102;0,28239;0,25365;0,25707;0
0,25102;0,0621;0,068;0,18202;0,1736;0,57746;0,55568;0,45881;0,43328;0,54185;0,53945;0,29556;0,27113;0,56118;0,55186;0,27994;0,28102;0,2522;0,25365;0
0,25003;0,063;0,0621;0,19025;0,182;0,54786;0,57746;0,37261;0,45881;0,4762;0,54185;0,19473;0,29556;0,55665;0,56118;0,27878;0,27994;0,25175;0,2522;0
0,25778;0,04273;0,063;0,18393;0,1902;0,61186;0,54786;0,44297;0,37261;0,47173;0,4762;0,1667;0,19473;0,60285;0,55665;0,2762;0,27878;0,25092;0,25175;0
0,26307;0,06377;0,0427;0,16384;0,1839;0,61934;0,61186;0,4299;0,44297;0,55665;0,47173;0,28672;0,1667;0,6151;0,60285;0,27336;0,2762;0,25421;0,25092;0
0,2648;0,07226;0,0638;0,16444;0,1638;0,619;0,61934;0,41663;0,4299;0,54275;0,55665;0,26548;0,28672;0,62162;0,6151;0,27276;0,27336;0,25734;0,25421;0
0,26923;0,07937;0,0723;0,16231;0,1644;0,63398;0,619;0,44336;0,41663;0,53366;0,54275;0,24657;0,26548;0,62681;0,62162;0,2719;0,27276;0,26098;0,25734;0
0,28227;0,10102;0,0794;0,15674;0,1623;0,64858;0,63398;0,41373;0,44336;0,55104;0,53366;0,23424;0,24657;0,63733;0,62681;0,27121;0,2719;0,26743;0,26098;0
0,25864;0,09851;0,101;0,14825;0,1567;0,56862;0,64858;0,36142;0,41373;0,49918;0,55104;0,21043;0,23424;0,58701;0,63733;0,26918;0,27121;0,2676;0,26743;0
0,25643;0,11271;0,0985;0,13232;0,1483;0,55773;0,56862;0,35512;0,36142;0,49138;0,49918;0,1933;0,21043;0,54813;0,58701;0,26675;0,26918;0,26627;0,2676;0
0,25803;0,12038;0,1127;0,1076;0,1323;0,54992;0,55773;0,3415;0,35512;0,52256;0,49138;0,25949;0,1933;0,5255;0,54813;0,26429;0,26675;0,26492;0,26627;0
0,2552;0,12509;0,1204;0,09577;0,1076;0,50613;0,54992;0,30663;0,3415;0,51518;0,52256;0,25423;0,25949;0,51844;0,5255;0,26249;0,26429;0,26211;0,26492;0
0,25951;0,01469;0,1251;0,07768;0,0958;0,58324;0,50613;0,40052;0,30663;0,52018;0,51518;0,26667;0,25423;0,57822;0,51844;0,26084;0,26249;0,25756;0,26211;0
0,24474;0,06188;0,0147;0,0551;0,0777;0,54853;0,58324;0,38624;0,40052;0,54987;0,52018;0,35149;0,26667;0,55399;0,57822;0,25838;0,26084;0,25478;0,25756;0
0,24326;0,0822;0,0619;0,06019;0,0551;0,54003;0,54853;0,38583;0,38624;0,5403;0,54987;0,34521;0,35149;0,53442;0,55399;0,25743;0,25838;0,25215;0,25478;1
0,25151;0,07374;0,0822;0,0588;0,0602;0,57065;0,54003;0,43046;0,38583;0,56903;0,5403;0,42405;0,34521;0,55212;0,53442;0,25669;0,25743;0,25084;0,25215;1
0,25249;0,06995;0,0737;0,05915;0,0588;0,56147;0,57065;0,37872;0,43046;0,58144;0,56903;0,47156;0,42405;0,56983;0,55212;0,2564;0,25669;0,2503;0,25084;1
0,26726;0,10405;0,07;0,06141;0,0591;0,6432;0,56147;0,44848;0,37872;0,59037;0,58144;0,45671;0,47156;0,6364;0,56983;0,25715;0,2564;0,25185;0,2503;1
0,25151;0,09465;0,1041;0,06149;0,0614;0,60369;0,6432;0,42991;0,44848;0,58973;0,59037;0,49211;0,45671;0,61257;0,6364;0,25663;0,25715;0,25321;0,25185;1
0,25483;0,07173;0,0947;0,05893;0,0615;0,59005;0,60369;0,40338;0,42991;0,59104;0,58973;0,48426;0,49211;0,58381;0,61257;0,25704;0,25663;0,25552;0,25321;1
0,26074;0,07045;0,0717;0,05751;0,0589;0,60367;0,59005;0,41704;0,40338;0,59823;0,59104;0,48793;0,48426;0,58208;0,58381;0,25762;0,25704;0,25736;0,25552;1
0,25889;0,0637;0,0705;0,05632;0,0575;0,55774;0,60367;0,34068;0,41704;0,5967;0,59823;0,53733;0,48793;0,56956;0,58208;0,25801;0,25762;0,25864;0,25736;1
0,24683;0,05923;0,0637;0,05792;0,0563;0,56792;0,55774;0,37036;0,34068;0,56162;0,5967;0,51382;0,53733;0,57196;0,56956;0,25785;0,25801;0,25456;0,25864;1
0,25631;0,05639;0,0592;0,05798;0,0579;0,58495;0,56792;0,3887;0,37036;0,56903;0,56162;0,4542;0,51382;0,56584;0,57196;0,25778;0,25785;0,25552;0,25456;1
0,26996;0,09043;0,0564;0,06099;0,058;0,60638;0,58495;0,39338;0,3887;0,59015;0,56903;0,48104;0,4542;0,59486;0,56584;0,25812;0,25778;0,25855;0,25552;1
0,26664;0,09929;0,0904;0,06169;0,061;0,6023;0,60638;0,41845;0,39338;0,57644;0,59015;0,47752;0,48104;0,61949;0,59486;0,25821;0,25812;0,25973;0,25855;1
0,28202;0,14892;0,0993;0,07194;0,0617;0,67827;0,6023;0,45784;0,41845;0,58057;0,57644;0,46734;0,47752;0,66502;0,61949;0,25885;0,25821;0,26435;0,25973;1
0,25372;0,12536;0,1489;0,05851;0,0719;0,57371;0,67827;0,38503;0,45784;0,5723;0,58057;0,50086;0,46734;0,58514;0,66502;0,25743;0,25885;0,26573;0,26435;1
0,25138;0,13882;0,1254;0,05935;0,0585;0,52952;0,57371;0,34577;0,38503;0,57208;0,5723;0,5067;0,50086;0,5235;0,58514;0,25706;0,25743;0,26475;0,26573;1
0,3038;0,24496;0,1388;0,10147;0,0593;0,68357;0,52952;0,44038;0,34577;0,66204;0,57208;0,55171;0,5067;0,62495;0,5235;0,25943;0,25706;0,27151;0,26475;1
0,33469;0,39833;0,245;0,17191;0,1015;0,72625;0,68357;0,42041;0,44038;0,72175;0,66204;0,60323;0,55171;0,74584;0,62495;0,26326;0,25943;0,28512;0,27151;1
0,33912;0,48177;0,3983;0,2226;0,1719;0,81711;0,72625;0,5375;0,42041;0,72192;0,72175;0,59949;0,60323;0,85262;0,74584;0,26746;0,26326;0,29654;0,28512;1
0,33666;0,4242;0,4818;0,25777;0,2226;0,81681;0,81711;0,56399;0,5375;0,74388;0,72192;0,59338;0,59949;0,80043;0,85262;0,27132;0,26746;0,31313;0,29654;1
0,34638;0,18359;0,4242;0,28889;0,2578;0,69821;0,81681;0,4005;0,56399;0,76375;0,74388;0,616;0,59338;0,67195;0,80043;0,2764;0,27132;0,33213;0,31313;1
0,34761;0,06143;0,1836;0,31106;0,2889;0,61639;0,69821;0,32624;0,4005;0,75121;0,76375;0,5842;0,616;0,6135;0,67195;0,28162;0,2764;0,34089;0,33213;1
0,33136;0,07283;0,0614;0,31879;0,3111;0,55955;0,61639;0,23854;0,32624;0,72069;0,75121;0,55127;0,5842;0,57276;0,6135;0,28561;0,28162;0,34022;0,34089;1
0,34859;0,08291;0,0728;0,3332;0,3188;0,61368;0,55955;0,27092;0,23854;0,72489;0,72069;0,54761;0,55127;0,58727;0,57276;0,29041;0,28561;0,34212;0,34022;1
0,33752;0,08125;0,0829;0,34153;0,3332;0,55652;0,61368;0,3072;0,27092;0,73334;0,72489;0,55457;0,54761;0,55958;0,58727;0,29393;0,29041;0,34229;0,34212;1
0,33518;0,08291;0,0812;0,33895;0,3415;0,54672;0,55652;0,35009;0,3072;0,72328;0,73334;0,54587;0,55457;0,55745;0,55958;0,29811;0,29393;0,34005;0,34229;1
0,32989;0,07976;0,0829;0,33228;0,339;0,5768;0,54672;0,40209;0,35009;0,7034;0,72328;0,52514;0,54587;0,55998;0,55745;0,30186;0,29811;0,33651;0,34005;1
0,32976;0,08327;0,0798;0,32544;0,3323;0,52915;0,5768;0,34119;0,40209;0,70647;0,7034;0,52865;0,52514;0,52869;0,55998;0,30532;0,30186;0,33619;0,33651;1
0,3369;0,03809;0,0833;0,31656;0,3254;0,57917;0,52915;0,40533;0,34119;0,74059;0,70647;0,58178;0,52865;0,5705;0,52869;0,30922;0,30532;0,33385;0,33619;1
0,34367;0,06082;0,0381;0,29644;0,3166;0,60421;0,57917;0,42621;0,40533;0,73568;0,74059;0,57231;0,58178;0,60365;0,5705;0,31406;0,30922;0,33508;0,33385;1
0,35462;0,11501;0,0608;0,28189;0,2964;0,6489;0,60421;0,43492;0,42621;0,73074;0,73568;0,55225;0,57231;0,64625;0,60365;0,31897;0,31406;0,33897;0,33508;1
0,34933;0,10785;0,115;0,26932;0,2819;0,63468;0,6489;0,45503;0,43492;0,72729;0,73074;0,56018;0,55225;0,6392;0,64625;0,32294;0,31897;0,34286;0,33897;1
0,35179;0,07581;0,1078;0,24933;0,2693;0,6218;0,63468;0,41728;0,45503;0,70429;0,72729;0,53939;0,56018;0,61603;0,6392;0,3272;0,32294;0,34726;0,34286;1
0,36077;0,06749;0,0758;0,23977;0,2493;0,62786;0,6218;0,40591;0,41728;0,77057;0,70429;0,5965;0,53939;0,61164;0,61603;0,33114;0,3272;0,35204;0,34726;1
0,34933;0,04964;0,0675;0,18544;0,2398;0,56633;0,62786;0,34242;0,40591;0,75448;0,77057;0,58435;0,5965;0,57862;0,61164;0,33592;0,33114;0,35317;0,35204;1
0,35388;0,04912;0,0496;0,08947;0,1854;0,59337;0,56633;0,36706;0,34242;0,66936;0,75448;0,4503;0,58435;0,58488;0,57862;0,34104;0,33592;0,35302;0,35317;1
0,3577;0,04735;0,0491;0,06286;0,0895;0,59708;0,59337;0,37698;0,36706;0,62151;0,66936;0,36845;0,4503;0,58301;0,58488;0,34374;0,34104;0,35469;0,35302;1
0,3513;0,04829;0,0473;0,06191;0,0629;0,55486;0,59708;0,34811;0,37698;0,60244;0,62151;0,35382;0,36845;0,56624;0,58301;0,34457;0,34374;0,3546;0,35469;1
0,3481;0,03881;0,0483;0,06138;0,0619;0,57748;0,55486;0,39843;0,34811;0,60115;0,60244;0,33623;0,35382;0,57223;0,56624;0,34502;0,34457;0,35206;0,3546;1
0,35462;0,0363;0,0388;0,06153;0,0614;0,58289;0,57748;0,38549;0,39843;0,59551;0,60115;0,31695;0,33623;0,5689;0,57223;0,34591;0,34502;0,35312;0,35206;1
0,35843;0,04477;0,0363;0,06517;0,0615;0,58289;0,58289;0,38326;0,38549;0,60005;0,59551;0,32986;0,31695;0,58288;0,5689;0,34652;0,34591;0,35403;0,35312;1
0,36286;0,06151;0,0448;0,07105;0,0652;0,61263;0,58289;0,42637;0,38326;0,63647;0,60005;0,38064;0,32986;0,6139;0,58288;0,34728;0,34652;0,35506;0,35403;1
0,36299;0,06658;0,0615;0,06977;0,071;0,62176;0,61263;0,41827;0,42637;0,60632;0,63647;0,35453;0,38064;0,61883;0,6139;0,34886;0,34728;0,3574;0,35506;1
0,36077;0,035;0,0666;0,07277;0,0698;0,59775;0,62176;0,40066;0,41827;0,62193;0,60632;0,36;0,35453;0,59593;0,61883;0,34947;0,34886;0,35994;0,3574;1
0,34268;0,09255;0,035;0,07059;0,0728;0,53763;0,59775;0,36466;0,40066;0,59422;0,62193;0,34654;0,36;0,54134;0,59593;0,34973;0,34947;0,35755;0,35994;1
0,34601;0,10838;0,0925;0,06589;0,0706;0,5346;0,53763;0,34508;0,36466;0,60939;0,59422;0,37314;0,34654;0,51924;0,54134;0,35027;0,34973;0,35506;0,35755;1
0,34539;0,10419;0,1084;0,05575;0,0659;0,53258;0,5346;0,33842;0,34508;0,60852;0,60939;0,37016;0,37314;0,52363;0,51924;0,35105;0,35027;0,35157;0,35506;1
0,34084;0,08551;0,1042;0,04558;0,0557;0,52615;0,53258;0,34891;0,33842;0,58794;0,60852;0,32868;0,37016;0,53748;0,52363;0,3516;0,35105;0,34714;0,35157;1
0,34699;0,02399;0,0855;0,03912;0,0456;0,5927;0,52615;0,42477;0,34891;0,58685;0,58794;0,33156;0,32868;0,58141;0,53748;0,3521;0,3516;0,34438;0,34714;1
0,34096;0,02831;0,024;0,04089;0,0391;0,567;0,5927;0,41118;0,42477;0,557;0,58685;0,3126;0,33156;0,5685;0,58141;0,35197;0,3521;0,34404;0,34438;1
0,33887;0,03404;0,0283;0,04573;0,0409;0,56294;0,567;0,40996;0,41118;0,56262;0,557;0,31947;0,3126;0,56371;0,5685;0,35118;0,35197;0,34261;0,34404;1
0,34047;0,03053;0,034;0,04896;0,0457;0,57985;0,56294;0,42395;0,40996;0,56111;0,56262;0,33571;0,31947;0,5681;0,56371;0,35074;0,35118;0,34163;0,34261;1
0,33764;0,03618;0,0305;0,05352;0,049;0,55517;0,57985;0,3693;0,42395;0,54037;0,56111;0,26995;0,33571;0,55692;0,5681;0,35003;0,35074;0,34099;0,34163;1
0,34305;0,01853;0,0362;0,05121;0,0535;0,58661;0,55517;0,4035;0,3693;0,56998;0,54037;0,30454;0,26995;0,58088;0,55692;0,34914;0,35003;0,3402;0,34099;1
0,34699;0,03751;0,0185;0,05133;0,0512;0,60319;0,58661;0,41586;0,4035;0,5689;0,56998;0,36812;0,30454;0,59806;0,58088;0,34903;0,34914;0,34141;0,3402;1
0,3449;0,03693;0,0375;0,05103;0,0513;0,59304;0,60319;0,39965;0,41586;0,55852;0,5689;0,39659;0,36812;0,59739;0,59806;0,34858;0,34903;0,34261;0,34141;1
0,37628;0,16953;0,0369;0,06805;0,051;0,68708;0,59304;0,47079;0,39965;0,62492;0,55852;0,4619;0,39659;0,66329;0,59739;0,34951;0,34858;0,34977;0,34261;0
0,35388;0,15131;0,1695;0,06841;0,0681;0,61062;0,68708;0,40613;0,47079;0,59118;0,62492;0,43709;0,4619;0,63281;0,66329;0,34964;0,34951;0,35302;0,34977;0
0,34305;0,15131;0,1513;0,06932;0,0684;0,57004;0,61062;0,37193;0,40613;0,56068;0,59118;0,41808;0,43709;0,57888;0,63281;0,34938;0,34964;0,35302;0,35302;0
0,34355;0,1566;0,1513;0,06933;0,0693;0,57714;0,57004;0,38224;0,37193;0,55485;0,56068;0,41015;0,41808;0,53881;0,57888;0,34883;0,34938;0,35233;0,35302;0
0,31808;0,23625;0,1566;0,0855;0,0693;0,42131;0,57714;0,2331;0,38224;0,50234;0,55485;0,34231;0,41015;0,44055;0,53881;0,34681;0,34883;0,34697;0,35233;0
0,33518;0,14785;0,2363;0,08235;0,0855;0,5295;0,42131;0,34323;0,2331;0,53216;0,50234;0,38802;0,34231;0,51019;0,44055;0,34543;0,34681;0,33875;0,34697;0
0,32743;0,11923;0,1478;0,0814;0,0823;0,53792;0,5295;0,37252;0,34323;0,52243;0,53216;0,3687;0,38802;0,53482;0,51019;0,34365;0,34543;0,33346;0,33875;0
0,31734;0,12384;0,1192;0,08736;0,0814;0,50884;0,53792;0,35086;0,37252;0,53642;0,52243;0,4005;0,3687;0,53109;0,53482;0,34148;0,34365;0,32831;0,33346;0
0,30331;0,13241;0,1238;0,11103;0,0874;0,54021;0,50884;0,46325;0,35086;0,50592;0,53642;0,36562;0,4005;0,52643;0,53109;0,33951;0,34148;0,32027;0,32831;0
0,30799;0,14671;0,1324;0,12415;0,111;0,50609;0,54021;0,37772;0,46325;0,51522;0,50592;0,37339;0,36562;0,49274;0,52643;0,33761;0,33951;0,31825;0,32027;1
0,31771;0,10262;0,1467;0,12833;0,1242;0,55412;0,50609;0,40147;0,37772;0,54031;0,51522;0,40828;0,37339;0,54653;0,49274;0,33622;0,33761;0,31475;0,31825;1
0,32693;0,10073;0,1026;0,12909;0,1283;0,60729;0,55412;0,45081;0,40147;0,54574;0,54031;0,41326;0,40828;0,61403;0,54653;0,33553;0,33622;0,31465;0,31475;1
0,32878;0,12402;0,1007;0,12767;0,1291;0,65107;0,60729;0,4582;0,45081;0,55958;0,54574;0,44668;0,41326;0,65331;0,61403;0,33462;0,33553;0,31694;0,31465;1
0,32029;0,08987;0,124;0,12966;0,1277;0,61477;0,65107;0,45695;0,4582;0,54832;0,55958;0,43376;0,44668;0,6163;0,65331;0,33359;0,33462;0,32034;0,31694;1
0,31746;0,05554;0,0899;0,13251;0,1297;0,58018;0,61477;0,40737;0,45695;0,54053;0,54832;0,42895;0,43376;0,56996;0,6163;0,33252;0,33359;0,32223;0,32034;1
0,32017;0,05061;0,0555;0,13343;0,1325;0,56224;0,58018;0,36481;0,40737;0,55026;0,54053;0,45229;0,42895;0,55079;0,56996;0,3315;0,33252;0,32273;0,32223;1
0,32607;0,04861;0,0506;0,13323;0,1334;0,57341;0,56224;0,34536;0,36481;0,55114;0,55026;0,43029;0,45229;0,57169;0,55079;0,33092;0,3315;0,32255;0,32273;1
