V1;V2;V3;V4;V5;V6;V7;V8;V9;V10;V11;V12;V13;V14;V15;V16;V17;V18;V19;V20;V21
0,24170;0,20332;0,1077;0,12703;0,0837;0,32071;0,38081;0,49241;0,48531;0,34778;0,42842;0,54436;0,61727;0,36127;0,42820;0,31016;0,31289;0,28619;0,29919;0;0
0,18789;0,37544;0,2033;0,22218;0,1270;0,15604;0,32071;0,29038;0,49241;0,28077;0,34778;0,51420;0,54436;0,22157;0,36127;0,30471;0,31016;0,26628;0,28619;0;0
0,16009;0,41621;0,3754;0,31792;0,2222;0,18101;0,15604;0,39621;0,29038;0,22885;0,28077;0,47491;0,51420;0,19461;0,22157;0,29836;0,30471;0,23336;0,26628;0;0
0,13991;0,44950;0,4162;0,40874;0,3179;0,12422;0,18101;0,28188;0,39621;0,17084;0,22885;0,39505;0,47491;0,16699;0,19461;0,29070;0,29836;0,20475;0,23336;0;0
0,15471;0,28094;0,4495;0,46357;0,4087;0,24585;0,12422;0,41537;0,28188;0,16820;0,17084;0,37327;0,39505;0,28882;0,16699;0,28287;0,29070;0,17686;0,20475;0;0
0,12422;0,15954;0,2809;0,52513;0,4636;0,28799;0,24585;0,56761;0,41537;0,14149;0,16820;0,37213;0,37327;0,35348;0,28882;0,27269;0,28287;0,15336;0,17686;0;0
0,13274;0,09382;0,1595;0,56831;0,5251;0,35387;0,28799;0,59771;0,56761;0,14426;0,14149;0,35999;0,37213;0,39864;0,35348;0,26359;0,27269;0,14233;0,15336;0;0
0,12287;0,07968;0,0938;0,60465;0,5683;0,37259;0,35387;0,65343;0,59771;0,13399;0,14426;0,34625;0,35999;0,40903;0,39864;0,25365;0,26359;0,13489;0,14233;0;0
0,13094;0,07783;0,0797;0,62656;0,6047;0,36038;0,37259;0,55469;0,65343;0,14561;0,13399;0,42286;0,34625;0,41423;0,40903;0,24428;0,25365;0,13309;0,13489;0;0
0,13498;0,02249;0,0778;0,63760;0,6266;0,42309;0,36038;0,56978;0,55469;0,15108;0,14561;0,42745;0,42286;0,46394;0,41423;0,23509;0,24428;0,12915;0,13309;0;0
0,13722;0,02369;0,0225;0,63954;0,6376;0,41169;0,42309;0,51290;0,56978;0,13748;0,15108;0,38027;0,42745;0,46491;0,46394;0,22599;0,23509;0,13175;0,12915;0;0
0,13901;0,03052;0,0237;0,62737;0,6395;0,43287;0,41169;0,51471;0,51290;0,11097;0,13748;0,35742;0,38027;0,47758;0,46491;0,21641;0,22599;0,13300;0,13175;0;0
0,14036;0,01042;0,0305;0,59296;0,6274;0,42065;0,43287;0,51470;0,51471;0,14907;0,11097;0,44064;0,35742;0,46621;0,47758;0,20594;0,21641;0,13650;0,13300;0;0
0,12152;0,03924;0,0104;0,56921;0,5930;0,37910;0,42065;0,43810;0,51470;0,08366;0,14907;0,28844;0,44064;0,43242;0,46621;0,19572;0,20594;0,13462;0,13650;0;0
0,13363;0,03930;0,0392;0,50868;0,5692;0,39702;0,37910;0,45964;0,43810;0,16809;0,08366;0,42547;0,28844;0,43177;0,43242;0,18489;0,19572;0,13435;0,13462;0;0
0,16547;0,10201;0,0393;0,46283;0,5087;0,45160;0,39702;0,48416;0,45964;0,24591;0,16809;0,48106;0,42547;0,48311;0,43177;0,17783;0,18489;0,14000;0,13435;0;0
0,15112;0,10728;0,1020;0,42356;0,4628;0,42309;0,45160;0,47220;0,48416;0,16750;0,24591;0,33421;0,48106;0,49708;0,48311;0,17101;0,17783;0,14242;0,14000;0;0
0,16726;0,13090;0,1073;0,33226;0,4236;0,48665;0,42309;0,54944;0,47220;0,25547;0,16750;0,42569;0,33421;0,52859;0,49708;0,16314;0,17101;0,14780;0,14242;0;0
0,13991;0,09399;0,1309;0,26613;0,3323;0,41494;0,48665;0,48358;0,54944;0,19673;0,25547;0,34889;0,42569;0,46004;0,52859;0,15599;0,16314;0,15148;0,14780;0;0
0,09417;0,20385;0,0940;0,16710;0,2661;0,27410;0,41494;0,34009;0,48358;0,20674;0,19673;0,41633;0,34889;0,33821;0,46004;0,14599;0,15599;0,14359;0,15148;0;0
0,09283;0,23418;0,2038;0,10835;0,1671;0,29768;0,27410;0,37831;0,34009;0,28663;0,20674;0,52591;0,41633;0,31222;0,33821;0,13854;0,14599;0,12906;0,14359;0;0
0,10179;0,22781;0,2342;0,09445;0,1083;0,28469;0,29768;0,32219;0,37831;0,34275;0,28663;0,60664;0,52591;0,32066;0,31222;0,13424;0,13854;0,11919;0,12906;0;0
0,09013;0,13613;0,2278;0,10442;0,0944;0,31313;0,28469;0,39563;0,32219;0,35574;0,34275;0,65978;0,60664;0,38304;0,32066;0,13074;0,13424;0,10377;0,11919;0;0
0,10762;0,03640;0,1361;0,10812;0,1044;0,42800;0,31313;0,58363;0,39563;0,35987;0,35574;0,66486;0,65978;0,46719;0,38304;0,12913;0,13074;0,09731;0,10377;0;0
0,12780;0,09425;0,0364;0,10167;0,1081;0,46713;0,42800;0,59504;0,58363;0,43733;0,35987;0,74282;0,66486;0,50455;0,46719;0,12778;0,12913;0,10404;0,09731;0;0
0,08565;0,10609;0,0943;0,11707;0,1017;0,37419;0,46713;0,53625;0,59504;0,35984;0,43733;0,68279;0,74282;0,45354;0,50455;0,12585;0,12778;0,10260;0,10404;0;0
0,07220;0,14247;0,1061;0,13899;0,1171;0,37093;0,37419;0,51291;0,53625;0,35434;0,35984;0,68637;0,68279;0,40773;0,45354;0,12283;0,12585;0,09668;0,10260;0;0
0,05919;0,18675;0,1425;0,16727;0,1390;0,31551;0,37093;0,38781;0,51291;0,32212;0,35434;0,65356;0,68637;0,33918;0,40773;0,11964;0,12283;0,09049;0,09668;0;0
0,06951;0,18185;0,1868;0,18201;0,1673;0,29763;0,31551;0,34598;0,38781;0,33173;0,32212;0,65665;0,65356;0,34600;0,33918;0,11657;0,11964;0,08287;0,09049;0;0
0,07444;0,05351;0,1819;0,19004;0,1820;0,38315;0,29763;0,47700;0,34598;0,33585;0,33173;0,66992;0,65665;0,43145;0,34600;0,11354;0,11657;0,07220;0,08287;0;0
0,07982;0,03949;0,0535;0,19263;0,1900;0,41741;0,38315;0,50457;0,47700;0,34134;0,33585;0,69392;0,66992;0,47173;0,43145;0,11067;0,11354;0,07103;0,07220;0;0
0,09148;0,07184;0,0395;0,18918;0,1926;0,46228;0,41741;0,57833;0,50457;0,35711;0,34134;0,67714;0,69392;0,50390;0,47173;0,10830;0,11067;0,07489;0,07103;0;0
0,09283;0,05930;0,0718;0,18341;0,1892;0,44595;0,46228;0,57950;0,57833;0,38795;0,35711;0,74931;0,67714;0,49578;0,50390;0,10592;0,10830;0,08161;0,07489;0;0
0,08117;0,04164;0,0593;0,18526;0,1834;0,41577;0,44595;0,49438;0,57950;0,35161;0,38795;0,65876;0,74931;0,46881;0,49578;0,10390;0,10592;0,08395;0,08161;0;0
0,07354;0,04368;0,0416;0,18434;0,1853;0,39212;0,41577;0,45184;0,49438;0,29136;0,35161;0,55549;0,65876;0,43307;0,46881;0,10090;0,10390;0,08377;0,08395;0;0
0,08789;0,04235;0,0437;0,15488;0,1843;0,39702;0,39212;0,42250;0,45184;0,33519;0,29136;0,64693;0,55549;0,43047;0,43307;0,09702;0,10090;0,08538;0,08377;0;0
0,07668;0,04174;0,0424;0,13352;0,1549;0,37419;0,39702;0,41772;0,42250;0,29343;0,33519;0,54989;0,64693;0,43112;0,43047;0,09330;0,09702;0,08242;0,08538;0;0
0,09462;0,04623;0,0417;0,08048;0,1335;0,42800;0,37419;0,47939;0,41772;0,36259;0,29343;0,64551;0,54989;0,47141;0,43112;0,08966;0,09330;0,08278;0,08242;0;0
0,09731;0,06138;0,0462;0,04957;0,0805;0,44677;0,42800;0,51056;0,47939;0,43664;0,36259;0,69335;0,64551;0,48895;0,47141;0,08753;0,08966;0,08601;0,08278;0;0
0,10000;0,05211;0,0614;0,05106;0,0496;0,42555;0,44677;0,49138;0,51056;0,44282;0,43664;0,63814;0,69335;0,48213;0,48895;0,08783;0,08753;0,09130;0,08601;0;0
0,09641;0,05211;0,0521;0,05170;0,0511;0,43942;0,42555;0,51835;0,49138;0,42361;0,44282;0,58186;0,63814;0,48213;0,48213;0,08800;0,08783;0,09300;0,09130;0;0
0,10359;0,00887;0,0521;0,05241;0,0517;0,41984;0,43942;0,46442;0,51835;0,45243;0,42361;0,59366;0,58186;0,46199;0,48213;0,08809;0,08800;0,09839;0,09300;0;0
0,11345;0,03415;0,0089;0,06030;0,0524;0,43289;0,41984;0,46022;0,46442;0,44076;0,45243;0,58186;0,59366;0,47563;0,46199;0,08926;0,08809;0,10215;0,09839;0;0
0,09731;0,03415;0,0341;0,05678;0,0603;0,39865;0,43289;0,45065;0,46022;0,38521;0,44076;0,48271;0,58186;0,45809;0,47563;0,08874;0,08926;0,10215;0,10215;0;0
0,11076;0,04003;0,0341;0,04240;0,0568;0,42963;0,39865;0,46322;0,45065;0,47028;0,38521;0,60390;0,48271;0,46589;0,45809;0,08789;0,08874;0,10430;0,10215;0;0
0,10987;0,03122;0,0400;0,04872;0,0424;0,41495;0,42963;0,46682;0,46322;0,48951;0,47028;0,62236;0,60390;0,45679;0,46589;0,08910;0,08789;0,10700;0,10430;0;0
0,12018;0,04461;0,0312;0,05624;0,0487;0,41576;0,41495;0,45784;0,46682;0,52523;0,48951;0,67310;0,62236;0,46849;0,45679;0,09150;0,08910;0,11031;0,10700;0;0
0,11076;0,04336;0,0446;0,04536;0,0562;0,42800;0,41576;0,49197;0,45784;0,49501;0,52523;0,64336;0,67310;0,47596;0,46849;0,09408;0,09150;0,10978;0,11031;0;0
0,08565;0,07854;0,0434;0,03738;0,0454;0,35790;0,42800;0,41774;0,49197;0,44900;0,49501;0,60596;0,64336;0,41391;0,47596;0,09489;0,09408;0,10744;0,10978;0;0
0,08834;0,09528;0,0785;0,03138;0,0374;0,36442;0,35790;0,43330;0,41774;0,44488;0,44900;0,59878;0,60596;0,39344;0,41391;0,09558;0,09489;0,10296;0,10744;0;0
0,08565;0,10323;0,0953;0,02893;0,0314;0,34080;0,36442;0,41535;0,43330;0,42292;0,44488;0,57062;0,59878;0,38337;0,39344;0,09587;0,09558;0,09812;0,10296;0;0
0,12422;0,11369;0,1032;0,04028;0,0289;0,42799;0,34080;0,47041;0,41535;0,47988;0,42292;0,59008;0,57062;0,46914;0,38337;0,09751;0,09587;0,09892;0,09812;0;0
0,13498;0,16019;0,1137;0,05797;0,0403;0,49323;0,42799;0,56988;0,47041;0,51421;0,47988;0,64282;0,59008;0,54711;0,46914;0,09962;0,09751;0,10377;0,09892;0;0
0,13363;0,16415;0,1602;0,06635;0,0580;0,48589;0,49323;0,55968;0,56988;0,52383;0,51421;0,69508;0,64282;0,55101;0,54711;0,10224;0,09962;0,11336;0,10377;0;0
0,13946;0,14546;0,1641;0,07041;0,0663;0,50139;0,48589;0,58846;0,55968;0,51077;0,52383;0,65253;0,69508;0,53444;0,55101;0,10554;0,10224;0,12359;0,11336;0;0
0,12556;0,03104;0,1455;0,07063;0,0704;0,40598;0,50139;0,45425;0,58846;0,50667;0,51077;0,68072;0,65253;0,45484;0,53444;0,10742;0,10554;0,13157;0,12359;0;0
0,13677;0,02179;0,0310;0,06753;0,0706;0,40680;0,40598;0,40698;0,45425;0,49635;0,50667;0,62129;0,68072;0,44639;0,45484;0,11043;0,10742;0,13408;0,13157;0;0
0,13274;0,02179;0,0218;0,06959;0,0675;0,40191;0,40680;0,40878;0,40698;0,48605;0,49635;0,55835;0,62129;0,44639;0,44639;0,11233;0,11043;0,13363;0,13408;0;0
0,11390;0,05902;0,0218;0,06679;0,0696;0,35711;0,40191;0,36454;0,40878;0,45311;0,48605;0,52920;0,55835;0,41780;0,44639;0,11316;0,11233;0,12969;0,13363;0;0
0,10583;0,07879;0,0590;0,06534;0,0668;0,36769;0,35711;0,44228;0,36454;0,44625;0,45311;0,53841;0,52920;0,40448;0,41780;0,11345;0,11316;0,12296;0,12969;0;0
0,10807;0,08924;0,0788;0,06207;0,0653;0,35141;0,36769;0,42972;0,44228;0,43870;0,44625;0,51131;0,53841;0,38856;0,40448;0,11404;0,11345;0,11946;0,12296;0;0
0,09865;0,07854;0,0892;0,06362;0,0621;0,34163;0,35141;0,42613;0,42972;0,40920;0,43870;0,49803;0,51131;0,39604;0,38856;0,11379;0,11404;0,11184;0,11946;0;0
0,08969;0,05214;0,0785;0,07021;0,0636;0,35953;0,34163;0,47219;0,42613;0,42018;0,40920;0,54761;0,49803;0,40936;0,39604;0,11260;0,11379;0,10323;0,11184;0;0
0,07668;0,07833;0,0521;0,08179;0,0702;0,35056;0,35953;0,45782;0,47219;0,37970;0,42018;0,45409;0,54761;0,39409;0,40936;0,11157;0,11260;0,09578;0,10323;0;0
0,08655;0,07162;0,0783;0,08808;0,0818;0,36442;0,35056;0,47997;0,45782;0,39617;0,37970;0,45204;0,45409;0,40253;0,39409;0,11036;0,11157;0,09193;0,09578;0;0
0,06861;0,06940;0,0716;0,10439;0,0881;0,34892;0,36442;0,47577;0,47997;0,35296;0,39617;0,39334;0,45204;0,40383;0,40253;0,10830;0,11036;0,08404;0,09193;0;0
0,07040;0,05293;0,0694;0,11506;0,1044;0,36848;0,34892;0,47699;0,47577;0,37010;0,35296;0,42855;0,39334;0,41585;0,40383;0,10581;0,10830;0,07839;0,08404;0;0
0,07489;0,03501;0,0529;0,12258;0,1151;0,40028;0,36848;0,50695;0,47699;0,41537;0,37010;0,49648;0,42855;0,43535;0,41585;0,10401;0,10581;0,07543;0,07839;0;0
0,05561;0,06580;0,0350;0,13861;0,1226;0,34728;0,40028;0,45781;0,50695;0,38174;0,41537;0,47450;0,49648;0,40936;0,43535;0,10251;0,10401;0,07121;0,07543;0;0
0,07220;0,03846;0,0658;0,14408;0,1386;0,41006;0,34728;0,51535;0,45781;0,41125;0,38174;0,51284;0,47450;0,44412;0,40936;0,10170;0,10251;0,06834;0,07121;0;0
0,07578;0,04378;0,0385;0,14719;0,1441;0,41333;0,41006;0,50337;0,51535;0,35777;0,41125;0,43061;0,51284;0,45549;0,44412;0,10121;0,10170;0,06978;0,06834;0;0
0,04350;0,08874;0,0438;0,16515;0,1472;0,34645;0,41333;0,43087;0,50337;0,29196;0,35777;0,35612;0,43061;0,41878;0,45549;0,09717;0,10121;0,06439;0,06978;0;0
0,01435;0,16739;0,0887;0,19597;0,1651;0,32848;0,34645;0,45659;0,43087;0,24945;0,29196;0,31734;0,35612;0,36907;0,41878;0,09114;0,09717;0,05229;0,06439;0;0
0,02780;0,18289;0,1674;0,20595;0,1960;0,32279;0,32848;0,40631;0,45659;0,26112;0,24945;0,33572;0,31734;0,34081;0,36907;0,08585;0,09114;0,04673;0,05229;0;0
0,04036;0,15276;0,1829;0,19813;0,2059;0,33911;0,32279;0,41590;0,40631;0,30154;0,26112;0,36885;0,33572;0,38694;0,34081;0,08090;0,08585;0,04036;0,04673;0;0
0,03408;0,06873;0,1528;0,19677;0,1981;0,38640;0,33911;0,49978;0,41590;0,27483;0,30154;0,35662;0,36885;0,45484;0,38694;0,07632;0,08090;0,03202;0,04036;0;0
0,03857;0,06085;0,0687;0,17952;0,1968;0,44764;0,38640;0,55802;0,49978;0,28784;0,27483;0,37396;0,35662;0,48928;0,45484;0,07141;0,07632;0,03103;0,03202;0;0
0,05471;0,05693;0,0609;0,15324;0,1795;0,45252;0,44764;0,56579;0,55802;0,34129;0,28784;0,43824;0,37396;0,48733;0,48928;0,06751;0,07141;0,03910;0,03103;0;0
0,03722;0,04231;0,0569;0,14171;0,1532;0,39783;0,45252;0,51357;0,56579;0,32687;0,34129;0,43260;0,43824;0,46004;0,48733;0,06368;0,06751;0,04099;0,03910;0;0
0,02780;0,05693;0,0423;0,13547;0,1417;0,39211;0,39783;0,47461;0,51357;0,30904;0,32687;0,42493;0,43260;0,43957;0,46004;0,05978;0,06368;0,03848;0,04099;0;0
0,05830;0,07778;0,0569;0,11487;0,1355;0,43945;0,39211;0,46440;0,47461;0,37008;0,30904;0,49238;0,42493;0,45874;0,43957;0,05729;0,05978;0,04332;0,03848;0;0
0,05561;0,08274;0,0778;0,09816;0,1149;0,40517;0,43945;0,43565;0,46440;0,37968;0,37008;0,49136;0,49238;0,46621;0,45874;0,05513;0,05729;0,04673;0,04332;0;0
0,06368;0,09613;0,0827;0,08653;0,0982;0,45170;0,40517;0,50999;0,43565;0,41193;0,37968;0,54557;0,49136;0,50812;0,46621;0,05383;0,05513;0,04852;0,04673;0;0
0,06592;0,09675;0,0961;0,08249;0,0865;0,47293;0,45170;0,52979;0,50999;0,40027;0,41193;0,52460;0,54557;0,50877;0,50812;0,05330;0,05383;0,05426;0,04852;0;0
0,06592;0,01774;0,0968;0,07174;0,0825;0,41741;0,47293;0,45423;0,52979;0,42772;0,40027;0,57730;0,52460;0,46816;0,50877;0,05226;0,05330;0,06188;0,05426;0;0
0,05695;0,01986;0,0177;0,06881;0,0717;0,40599;0,41741;0,47101;0,45423;0,41124;0,42772;0,55222;0,57730;0,45322;0,46816;0,05168;0,05226;0,06161;0,06188;0;0
0,06278;0,01022;0,0199;0,06607;0,0688;0,40191;0,40599;0,43386;0,47101;0,41330;0,41124;0,52000;0,55222;0,44185;0,45322;0,05130;0,05168;0,06305;0,06161;0;0
0,06457;0,01067;0,0102;0,06137;0,0661;0,40109;0,40191;0,41768;0,43386;0,44558;0,41330;0,56913;0,52000;0,44542;0,44185;0,05078;0,05130;0,06323;0,06305;0;0
0,06861;0,01530;0,0107;0,06487;0,0614;0,40843;0,40109;0,46382;0,41768;0,42635;0,44558;0,53279;0,56913;0,45906;0,44542;0,05143;0,05078;0,06377;0,06323;0;0
0,08475;0,06079;0,0153;0,07277;0,0649;0,45412;0,40843;0,50577;0,46382;0,44557;0,42635;0,58702;0,53279;0,49415;0,45906;0,05206;0,05143;0,06753;0,06377;0;0
0,10493;0,11490;0,0608;0,09596;0,0728;0,48022;0,45412;0,52794;0,50577;0,52595;0,44557;0,69621;0,58702;0,52534;0,49415;0,05352;0,05206;0,07713;0,06753;0;0
0,09596;0,11113;0,1149;0,11073;0,0960;0,46064;0,48022;0,51416;0,52794;0,55694;0,52595;0,75121;0,69621;0,52144;0,52534;0,05614;0,05352;0,08377;0,07713;0;0
0,08386;0,08467;0,1111;0,09931;0,1107;0,43127;0,46064;0,48719;0,51416;0,51774;0,55694;0,71318;0,75121;0,47986;0,52144;0,05962;0,05614;0,08762;0,08377;0;0
0,04395;0,15592;0,0847;0,09160;0,0993;0,32934;0,43127;0,37880;0,48719;0,43734;0,51774;0,62290;0,71318;0,37524;0,47986;0,06043;0,05962;0,08269;0,08762;0;0
0,05022;0,18559;0,1559;0,08850;0,0916;0,30410;0,32934;0,34114;0,37880;0,45658;0,43734;0,65724;0,62290;0,33268;0,37524;0,06092;0,06043;0,07578;0,08269;0;0
0,07040;0,14578;0,1856;0,08115;0,0885;0,35707;0,30410;0,39438;0,34114;0,48062;0,45658;0,66545;0,65724;0,38824;0,33268;0,06274;0,06092;0,06888;0,07578;0;0
0,05830;0,10159;0,1458;0,07470;0,0811;0,35706;0,35707;0,41591;0,39438;0,43733;0,48062;0,59319;0,66545;0,43177;0,38824;0,06372;0,06274;0,06135;0,06888;0;0
0,06188;0,05905;0,1016;0,07379;0,0747;0,43618;0,35706;0,54896;0,41591;0,46963;0,43733;0,62806;0,59319;0,48148;0,43177;0,06408;0,06372;0,05695;0,06135;0;0
0,06188;0,03696;0,0590;0,06504;0,0738;0,42476;0,43618;0,55914;0,54896;0,48406;0,46963;0,65216;0,62806;0,46036;0,48148;0,06531;0,06408;0,06054;0,05695;0;0
0,06951;0,02219;0,0370;0,04584;0,0650;0,40191;0,42476;0,50337;0,55914;0,44901;0,48406;0,58039;0,65216;0,45094;0,46036;0,06740;0,06531;0,06439;0,06054;0;0
0,07265;0,02728;0,0222;0,04491;0,0458;0,42965;0,40191;0,52376;0,50337;0,45794;0,44901;0,57989;0,58039;0,47596;0,45094;0,06812;0,06740;0,06484;0,06439;0;0
0,07489;0,02774;0,0273;0,04307;0,0449;0,42720;0,42965;0,46381;0,52376;0,44901;0,45794;0,54917;0,57989;0,47628;0,47596;0,06908;0,06812;0,06816;0,06484;0;0
0,06996;0,01941;0,0277;0,04263;0,0431;0,41822;0,42720;0,46561;0,46381;0,43802;0,44901;0,54968;0,54917;0,46524;0,47628;0,06939;0,06908;0,06978;0,06816;0;0
0,06323;0,01547;0,0194;0,04300;0,0426;0,39212;0,41822;0,46322;0,46561;0,42772;0,43802;0,52154;0,54968;0,43860;0,46524;0,06926;0,06939;0,07004;0,06978;0;0
0,07892;0,02646;0,0155;0,04405;0,0430;0,41496;0,39212;0,45962;0,46322;0,46549;0,42772;0,56197;0,52154;0,45029;0,43860;0,06991;0,06926;0,07193;0,07004;0;0
0,08475;0,04413;0,0265;0,04425;0,0441;0,42148;0,41496;0,46621;0,45962;0,46549;0,46549;0,56043;0,56197;0,47044;0,45029;0,07130;0,06991;0,07435;0,07193;0;0
0,08027;0,04730;0,0441;0,04414;0,0443;0,42230;0,42148;0,47340;0,46621;0,45587;0,46549;0,52921;0,56043;0,48018;0,47044;0,07217;0,07130;0,07543;0,07435;0;0
0,08565;0,04995;0,0473;0,04558;0,0441;0,44433;0,42230;0,50877;0,47340;0,45793;0,45587;0,54507;0,52921;0,48311;0,48018;0,07323;0,07217;0,07857;0,07543;0;0
0,07937;0,00641;0,0499;0,04573;0,0456;0,40435;0,44433;0,46262;0,50877;0,42360;0,45793;0,50517;0,54507;0,45094;0,48311;0,07377;0,07323;0,08179;0,07857;0;0
0,08117;0,00366;0,0064;0,04479;0,0457;0,39702;0,40435;0,45244;0,46262;0,39548;0,42360;0,42444;0,50517;0,44379;0,45094;0,07359;0,07377;0,08224;0,08179;1;1
0,08072;0,00110;0,0037;0,03025;0,0448;0,40435;0,39702;0,45723;0,45244;0,40851;0,39548;0,41112;0,42444;0,44704;0,44379;0,07238;0,07359;0,08143;0,08224;1;1
0,08117;0,00054;0,0011;0,02197;0,0302;0,39539;0,40435;0,43447;0,45723;0,42772;0,40851;0,45454;0,41112;0,44412;0,44704;0,07164;0,07238;0,08161;0,08143;1;1
0,07489;0,00267;0,0005;0,01941;0,0220;0,39538;0,39539;0,46382;0,43447;0,47924;0,42772;0,55276;0,45454;0,44314;0,44412;0,07119;0,07164;0,07946;0,08161;1;1
0,08386;0,00743;0,0027;0,00650;0,0194;0,40843;0,39538;0,47880;0,46382;0,48335;0,47924;0,54148;0,55276;0,44932;0,44314;0,07318;0,07119;0,08036;0,07946;1;1
0,05785;0,06078;0,0074;0,00000;0,0065;0,36195;0,40843;0,43926;0,47880;0,41262;0,48335;0,47090;0,54148;0,41845;0,44932;0,07357;0,07318;0,07570;0,08036;1;1
0,05426;0,08345;0,0608;0,00765;0,0000;0,35461;0,36195;0,44046;0,43926;0,42566;0,41262;0,51284;0,47090;0,39831;0,41845;0,07276;0,07357;0,07040;0,07570;1;1
0,05561;0,08155;0,0835;0,00940;0,0077;0,36847;0,35461;0,45064;0,44046;0,42223;0,42566;0,48624;0,51284;0,40026;0,39831;0,07262;0,07276;0,06529;0,07040;1;1
0,01659;0,16100;0,0816;0,05572;0,0094;0,28122;0,36847;0,37697;0,45064;0,36248;0,42223;0,43101;0,48624;0,35055;0,40026;0,07036;0,07262;0,05363;0,06529;1;1
0,01794;0,14017;0,1610;0,08566;0,0557;0,33093;0,28122;0,44761;0,37697;0,35288;0,36248;0,44993;0,43101;0,36452;0,35055;0,06816;0,07036;0,04045;0,05363;1;1
0,00000;0,16691;0,1402;0,12658;0,0857;0,30481;0,33093;0,43381;0,44761;0,32062;0,35288;0,41926;0,44993;0,34373;0,36452;0,06469;0,06816;0,02888;0,04045;1;1
0,03453;0,13902;0,1669;0,13293;0,1266;0,36519;0,30481;0,46800;0,43381;0,37005;0,32062;0,46272;0,41926;0,40708;0,34373;0,06278;0,06469;0,02493;0,02888;1;1
0,15695;0,45481;0,1390;0,19210;0,1329;0,65912;0,36519;0,74839;0,46800;0,56504;0,37005;0,61617;0,46272;0,66504;0,40708;0,06688;0,06278;0,04520;0,02493;1;1
0,11839;0,48942;0,4548;0,20748;0,1921;0,58644;0,65912;0,65826;0,74839;0,51630;0,56504;0,58754;0,61617;0,70890;0,66504;0,06930;0,06688;0,06556;0,04520;1;1
0,10628;0,45907;0,4894;0,21471;0,2075;0,59713;0,58644;0,68538;0,65826;0,47371;0,51630;0,52766;0,58754;0,66439;0,70890;0,07146;0,06930;0,08323;0,06556;1;1
