V1;V2;V3;V4;V5;V6;V7;V8;V9;V10;V11;V12;V13;V14;V15;V16;V17;V18;V19;V20;V21
0,11031;0,31184;0,4591;0,22271;0,2147;0,54149;0,59713;0,59997;0,68538;0,47096;0,47371;0,52562;0,52766;0,52274;0,66439;0,07303;0,07146;0,10529;0,08323;1;1
0,11211;0,13618;0,3118;0,23020;0,2227;0,32212;0,54149;0,22356;0,59997;0,48058;0,47096;0,53994;0,52562;0,37882;0,52274;0,07439;0,07303;0,12081;0,10529;1;1
0,10583;0,02082;0,1362;0,23520;0,2302;0,38072;0,32212;0,31960;0,22356;0,46273;0,48058;0,52511;0,53994;0,43567;0,37882;0,07567;0,07439;0,11058;0,12081;1;1
0,10897;0,00270;0,0208;0,24045;0,2352;0,40843;0,38072;0,33210;0,31960;0,47715;0,46273;0,56144;0,52511;0,45029;0,43567;0,07684;0,07567;0,10870;0,11058;1;1
0,10897;0,00000;0,0027;0,24561;0,2404;0,40109;0,40843;0,36744;0,33210;0,47440;0,47715;0,58037;0,56144;0,44542;0,45029;0,07832;0,07684;0,10924;0,10870;1;1
0,12646;0,04322;0,0000;0,25690;0,2456;0,42962;0,40109;0,54945;0,36744;0,50186;0,47440;0,59111;0,58037;0,47271;0,44542;0,08058;0,07832;0,11247;0,10924;1;1
0,11525;0,04386;0,0432;0,26259;0,2569;0,42066;0,42962;0,49975;0,54945;0,48401;0,50186;0,56348;0,59111;0,47596;0,47271;0,08231;0,08058;0,11309;0,11247;1;1
0,12108;0,03971;0,0439;0,26955;0,2626;0,42555;0,42066;0,48298;0,49975;0,50255;0,48401;0,53890;0,56348;0,47173;0,47596;0,08430;0,08231;0,11614;0,11309;1;1
0,11570;0,03186;0,0397;0,27347;0,2696;0,41576;0,42555;0,48119;0,48298;0,48057;0,50255;0,51947;0,53890;0,45549;0,47173;0,08635;0,08430;0,11749;0,11614;1;1
0,10852;0,03295;0,0319;0,27564;0,2735;0,37095;0,41576;0,42733;0,48119;0,50944;0,48057;0,59370;0,51947;0,42398;0,45549;0,08758;0,08635;0,11740;0,11749;1;1
0,11345;0,01644;0,0329;0,27388;0,2756;0,40028;0,37095;0,45545;0,42733;0,52250;0,50944;0,59370;0,59370;0,43795;0,42398;0,09036;0,08758;0,11480;0,11740;1;1
0,11704;0,01729;0,0164;0,27009;0,2739;0,39621;0,40028;0,44886;0,45545;0,52593;0,52250;0,59882;0,59370;0,44217;0,43795;0,09350;0,09036;0,11516;0,11480;1;1
0,11928;0,01333;0,0173;0,26535;0,2701;0,41006;0,39621;0,46622;0,44886;0,58924;0,52593;0,69065;0,59882;0,46101;0,44217;0,09668;0,09350;0,11480;0,11516;1;1
0,10762;0,02090;0,0133;0,23066;0,2653;0,40191;0,41006;0,49316;0,46622;0,56930;0,58924;0,68296;0,69065;0,45257;0,46101;0,10123;0,09668;0,11318;0,11480;1;1
0,10987;0,01883;0,0209;0,18779;0,2307;0,39702;0,40191;0,46802;0,49316;0,60029;0,56930;0,73023;0,68296;0,43762;0,45257;0,10583;0,10123;0,11345;0,11318;1;1
0,09552;0,05240;0,0188;0,09905;0,1878;0,36442;0,39702;0,44706;0,46802;0,52528;0,60029;0,63729;0,73023;0,41163;0,43762;0,11061;0,10583;0,10987;0,11345;1;1
0,09910;0,05240;0,0524;0,02716;0,0991;0,36687;0,36442;0,43869;0,44706;0,34343;0,52528;0,35671;0,63729;0,41163;0,41163;0,11383;0,11061;0,10628;0,10987;1;1
0,08610;0,05415;0,0524;0,00138;0,0272;0,36442;0,36687;0,44287;0,43869;0,38246;0,34343;0,42192;0,35671;0,41066;0,41163;0,11029;0,11383;0,09964;0,10628;1;1
0,07130;0,09067;0,0541;0,02721;0,0014;0,33345;0,36442;0,42371;0,44287;0,37833;0,38246;0,45050;0,42192;0,38694;0,41066;0,10794;0,11029;0,09238;0,09964;1;1
0,11839;0,11138;0,0907;0,02885;0,0272;0,44512;0,33345;0,52971;0,42371;0,44419;0,37833;0,50160;0,45050;0,46264;0,38694;0,10854;0,10794;0,09408;0,09238;1;1
0,17982;0,29589;0,1114;0,08985;0,0289;0,55027;0,44512;0,60519;0,52971;0,53542;0,44419;0,56238;0,50160;0,58999;0,46264;0,11202;0,10854;0,11094;0,09408;0;0
0,23408;0,48719;0,2959;0,19828;0,0898;0,67262;0,55027;0,69691;0,60519;0,62806;0,53542;0,64468;0,56238;0,74269;0,58999;0,11812;0,11202;0,13794;0,11094;0;0
0,35157;0,78960;0,4872;0,42082;0,1983;0,91332;0,67262;0,89671;0,69691;0,80298;0,62806;0,76418;0,64468;0,93957;0,74269;0,13040;0,11812;0,19103;0,13794;0;0
0,36906;0,78641;0,7896;0,57495;0,4208;0,85905;0,91332;0,77434;0,89671;0,82974;0,80298;0,78616;0,76418;0,93730;0,93957;0,14341;0,13040;0,25058;0,19103;0;0
0,36413;0,62844;0,7864;0,67964;0,5749;0,73804;0,85905;0,60811;0,77434;0,79531;0,82974;0,73999;0,78616;0,81449;0,93730;0,15617;0,14341;0,29973;0,25058;0;0
0,38655;0,43599;0,6284;0,78028;0,6796;0,67995;0,73804;0,47578;0,60811;0,84684;0,79531;0,79170;0,73999;0,67966;0,81449;0,16917;0,15617;0,34108;0,29973;0;0
0,39013;0,10180;0,4360;0,85844;0,7803;0,47329;0,67995;0,14900;0,47578;0,84336;0,84684;0,77524;0,79170;0,51819;0,67966;0,18291;0,16917;0,37229;0,34108;0;0
0,40135;0,09706;0,1018;0,92693;0,8584;0,46191;0,47329;0,18015;0,14900;0,86878;0,84336;0,81061;0,77524;0,51527;0,51819;0,19693;0,18291;0,38224;0,37229;0;0
0,38610;0,08315;0,0971;0,96833;0,9269;0,44327;0,46191;0,25469;0,18015;0,85650;0,86878;0,77987;0,81061;0,49220;0,51527;0,21045;0,19693;0,38565;0,38224;0;0
0,37534;0,05216;0,0831;0,98916;0,9683;0,38328;0,44327;0,25315;0,25469;0,83245;0,85650;0,75221;0,77987;0,43047;0,49220;0,22379;0,21045;0,38789;0,38565;0;0
0,37399;0,06654;0,0522;1,00000;0,9892;0,37436;0,38328;0,39780;0,25315;0,82487;0,83245;0,74401;0,75221;0,40741;0,43047;0,23682;0,22379;0,38538;0,38789;0;0
0,36323;0,08986;0,0665;0,99784;1,0000;0,33467;0,37436;0,37700;0,39780;0,80496;0,82487;0,68195;0,74401;0,38564;0,40741;0,24913;0,23682;0,38000;0,38538;0;0
0,35785;0,06489;0,0899;0,98559;0,9978;0,35248;0,33467;0,40375;0,37700;0,81466;0,80496;0,70402;0,68195;0,39994;0,38564;0,26105;0,24913;0,37130;0,38000;0;0
0,35919;0,04402;0,0649;0,95855;0,9856;0,37436;0,35248;0,46386;0,40375;0,81327;0,81466;0,67988;0,70402;0,41455;0,39994;0,27363;0,26105;0,36592;0,37130;0;0
0,37444;0,04217;0,0440;0,92569;0,9586;0,40435;0,37436;0,49245;0,46386;0,85867;0,81327;0,76964;0,67988;0,44737;0,41455;0,28686;0,27363;0,36574;0,36592;0;0
0,36592;0,03186;0,0422;0,86762;0,9257;0,40840;0,40435;0,52462;0,49245;0,84011;0,85867;0,89206;0,76964;0,46556;0,44737;0,30038;0,28686;0,36413;0,36574;0;0
0,36323;0,03186;0,0319;0,79429;0,8676;0,41327;0,40840;0,51509;0,52462;0,85600;0,84011;0,87462;0,89206;0,46231;0,46556;0,31359;0,30038;0,36413;0,36413;0;0
0,38789;0,06740;0,0319;0,69123;0,7943;0,45544;0,41327;0,52999;0,51509;0,91655;0,85600;0,92286;0,87462;0,48311;0,46231;0,32868;0,31359;0,37013;0,36413;0;0
0,37668;0,05530;0,0674;0,52435;0,6912;0,40759;0,45544;0,47279;0,52999;0,82692;0,91655;0,80667;0,92286;0,46881;0,48311;0,34395;0,32868;0,37363;0,37013;0;0
0,40000;0,09689;0,0553;0,35768;0,5244;0,46516;0,40759;0,51210;0,47279;0,76820;0,82692;0,69474;0,80667;0,50877;0,46881;0,35803;0,34395;0,37874;0,37363;0;0
0,39462;0,09214;0,0969;0,20432;0,3577;0,46030;0,46516;0,50495;0,51210;0,67682;0,76820;0,55778;0,69474;0,50390;0,50877;0,36877;0,35803;0,38448;0,37874;0;0
0,35740;0,10825;0,0921;0,04719;0,2043;0,34843;0,46030;0,39185;0,50495;0,44072;0,67682;0,25293;0,55778;0,41845;0,50390;0,37493;0,36877;0,38332;0,38448;0;0
0,37892;0,10727;0,1082;0,03903;0,0472;0,40759;0,34843;0,47041;0,39185;0,44685;0,44072;0,23774;0,25293;0,42203;0,41845;0,37630;0,37493;0,38152;0,38332;0;0
0,36502;0,11897;0,1073;0,04012;0,0390;0,34034;0,40759;0,37878;0,47041;0,43321;0,44685;0,25302;0,23774;0,38759;0,42203;0,37610;0,37630;0,37919;0,38152;0;0
0,35157;0,11176;0,1190;0,04660;0,0401;0,32575;0,34034;0,37163;0,37878;0,37863;0,43321;0,17458;0,25302;0,39279;0,38759;0,37547;0,37610;0,36951;0,37919;0;0
0,39776;0,12031;0,1118;0,05163;0,0466;0,47652;0,32575;0,56457;0,37163;0,44344;0,37863;0,22517;0,17458;0,48830;0,39279;0,37603;0,37547;0,37013;0,36951;0;0
0,40717;0,15230;0,1203;0,06138;0,0516;0,45461;0,47652;0,50495;0,56457;0,44071;0,44344;0,20441;0,22517;0,51429;0,48830;0,37688;0,37603;0,38009;0,37013;0;0
0,44978;0,26858;0,1523;0,10971;0,0614;0,55679;0,45461;0,62952;0,50495;0,52871;0,44071;0,27867;0,20441;0,61274;0,51429;0,37930;0,37688;0,39426;0,38009;0;0
0,42646;0,25445;0,2686;0,12789;0,1097;0,53898;0,55679;0,62719;0,62952;0,50963;0,52871;0,28227;0,27867;0,59584;0,61274;0,38132;0,37930;0,40655;0,39426;0;0
0,40045;0,14461;0,2544;0,13035;0,1279;0,40840;0,53898;0,42041;0,62719;0,47210;0,50963;0,26004;0,28227;0,46751;0,59584;0,38258;0,38132;0,41632;0,40655;0;0
0,40179;0,13868;0,1446;0,13244;0,1303;0,39382;0,40840;0,42578;0,42041;0,49054;0,47210;0,28841;0,26004;0,40611;0,46751;0,38397;0,38258;0,41713;0,41632;0;0
0,39372;0,15593;0,1387;0,12933;0,1324;0,30236;0,39382;0,28383;0,42578;0,48645;0,49054;0,27822;0,28841;0,35055;0,40611;0,38549;0,38397;0,41444;0,41713;0;0
0,39462;0,08197;0,1559;0,12307;0,1293;0,34604;0,30236;0,32889;0,28383;0,48576;0,48645;0,27874;0,27822;0,39864;0,35055;0,38733;0,38549;0,40341;0,41444;0;0
0,39865;0,00927;0,0820;0,11668;0,1231;0,40030;0,34604;0,46446;0,32889;0,46869;0,48576;0,23259;0,27874;0,44185;0,39864;0,38930;0,38733;0,39785;0,40341;0;0
0,40135;0,01063;0,0093;0,11569;0,1167;0,40273;0,40030;0,47696;0,46446;0,48576;0,46869;0,25892;0,23259;0,45257;0,44185;0,39065;0,38930;0,39803;0,39785;0;0
0,40000;0,00776;0,0106;0,11048;0,1157;0,41488;0,40273;0,55316;0,47696;0,48781;0,48576;0,24872;0,25892;0,46361;0,45257;0,39235;0,39065;0,39767;0,39803;0;0
0,38879;0,02061;0,0078;0,10242;0,1105;0,39300;0,41488;0,50493;0,55316;0,43320;0,48781;0,16369;0,24872;0,44217;0,46361;0,39363;0,39235;0,39668;0,39767;0;0
0,39148;0,02423;0,0206;0,10215;0,1024;0,39058;0,39300;0,46327;0,50493;0,45436;0,43320;0,24538;0,16369;0,43015;0,44217;0,39381;0,39363;0,39605;0,39668;0;0
0,38834;0,02917;0,0242;0,09956;0,1021;0,38004;0,39058;0,45375;0,46327;0,41411;0,45436;0,25887;0,24538;0,42463;0,43015;0,39439;0,39381;0,39399;0,39605;0;0
0,36996;0,06433;0,0292;0,10451;0,0996;0,34925;0,38004;0,42221;0,45375;0,39433;0,41411;0,31173;0,25887;0,40578;0,42463;0,39289;0,39439;0,38771;0,39399;0;0
0,37085;0,06118;0,0643;0,10873;0,1045;0,37112;0,34925;0,45433;0,42221;0,45232;0,39433;0,53018;0,31173;0,40806;0,40578;0,39170;0,39289;0,38188;0,38771;0;0
0,37758;0,05626;0,0612;0,09934;0,1087;0,37842;0,37112;0,46148;0,45433;0,42979;0,45232;0,50883;0,53018;0,41683;0,40806;0,39271;0,39170;0,37964;0,38188;0;0
0,38610;0,04573;0,0563;0,09790;0,0993;0,39949;0,37842;0,48470;0,46148;0,46392;0,42979;0,54442;0,50883;0,45192;0,41683;0,39307;0,39271;0,37857;0,37964;0;0
0,42691;0,15801;0,0457;0,09951;0,0979;0,50650;0,39949;0,58600;0,48470;0,54653;0,46392;0,64673;0,54442;0,54321;0,45192;0,39617;0,39307;0,38628;0,37857;0;0
0,36637;0,16294;0,1580;0,08842;0,0995;0,39543;0,50650;0,48828;0,58600;0,38410;0,54653;0,47733;0,64673;0,47888;0,54321;0,39691;0,39617;0,38556;0,38628;0;0
0,37399;0,15969;0,1629;0,09346;0,0884;0,39705;0,39543;0,48411;0,48828;0,38138;0,38410;0,47734;0,47733;0,43015;0,47888;0,39572;0,39691;0,38619;0,38556;0;0
0,36054;0,17906;0,1597;0,10316;0,0935;0,35734;0,39705;0,43945;0,48411;0,29626;0,38138;0,34855;0,47734;0,37427;0,43015;0,39339;0,39572;0,38278;0,38619;0;0
0,38386;0,17868;0,1791;0,06847;0,1032;0,32580;0,35734;0,33782;0,43945;0,36708;0,29626;0,41544;0,34855;0,38304;0,37427;0,39009;0,39339;0,38233;0,38278;0;0
0,50762;0,43987;0,1787;0,17295;0,0685;0,65894;0,32580;0,66400;0,33782;0,59484;0,36708;0,61294;0,41544;0,66147;0,38304;0,39415;0,39009;0,39848;0,38233;0;0
0,50897;0,53654;0,4399;0,24666;0,1729;0,64755;0,65894;0,65444;0,66400;0,59484;0,59484;0,59919;0,61294;0,75179;0,66147;0,39957;0,39415;0,42700;0,39848;0;0
0,42063;0,49524;0,5365;0,24884;0,2467;0,51220;0,64755;0,58423;0,65444;0,47277;0,59484;0,51135;0,59919;0,62736;0,75179;0,40052;0,39957;0,43632;0,42700;0;0
0,37534;0,46673;0,4952;0,25177;0,2488;0,38814;0,51220;0,51625;0,58423;0,40251;0,47277;0,45955;0,51135;0,37427;0,62736;0,39960;0,40052;0,43928;0,43632;0;0
0,38072;0,47175;0,4667;0,25341;0,2518;0,17473;0,38814;0,11573;0,51625;0,40456;0,40251;0,47378;0,45955;0,16894;0,37427;0,39890;0,39960;0,43865;0,43928;0;0
0,35740;0,43270;0,4718;0,26163;0,2534;0,13027;0,17473;0,09146;0,11573;0,36500;0,40456;0,43163;0,47378;0,20110;0,16894;0,39684;0,39890;0,40861;0,43865;0;0
0,36413;0,16585;0,4327;0,26646;0,2616;0,30149;0,13027;0,31581;0,09146;0,37728;0,36500;0,43924;0,43163;0,35478;0,20110;0,39498;0,39684;0,37964;0,40861;0;0
0,39103;0,08169;0,1659;0,26639;0,2665;0,43191;0,30149;0,50257;0,31581;0,43525;0,37728;0,52306;0,43924;0,46036;0,35478;0,39453;0,39498;0,37372;0,37964;0;0
0,37937;0,08349;0,0817;0,26733;0,2664;0,40111;0,43191;0,63713;0,50257;0,41342;0,43525;0,49105;0,52306;0,47206;0,46036;0,39406;0,39453;0,37453;0,37372;0;0
0,38117;0,08388;0,0835;0,26808;0,2673;0,44652;0,40111;0,70343;0,63713;0,42093;0,41342;0,52662;0,49105;0,49513;0,47206;0,39354;0,39406;0,37462;0,37453;0;0
0,40448;0,09374;0,0839;0,26847;0,2681;0,47651;0,44652;0,59913;0,70343;0,48439;0,42093;0,58868;0,52662;0,50097;0,49513;0,39435;0,39354;0,38404;0,37462;0;0
0,40269;0,06969;0,0937;0,26564;0,2685;0,42461;0,47651;0,46505;0,59913;0,48029;0,48439;0,54238;0,58868;0,48473;0,50097;0,39599;0,39435;0,39175;0,38404;0;0
0,41121;0,09066;0,0697;0,26328;0,2656;0,46109;0,42461;0,51448;0,46505;0,48301;0,48029;0,56119;0,54238;0,51137;0,48473;0,39800;0,39599;0,39578;0,39175;0;0
0,40538;0,06843;0,0907;0,26129;0,2633;0,44731;0,46109;0,47099;0,51448;0,46118;0,48301;0,51950;0,56119;0,48960;0,51137;0,39939;0,39800;0,40099;0,39578;0;0
0,41570;0,02302;0,0684;0,26151;0,2613;0,42379;0,44731;0,43171;0,47099;0,41480;0,46118;0,42353;0,51950;0,46784;0,48960;0,40087;0,39939;0,40789;0,40099;0;0
0,40673;0,02104;0,0230;0,25821;0,2615;0,41083;0,42379;0,46029;0,43171;0,49326;0,41480;0,60293;0,42353;0,45874;0,46784;0,39987;0,40087;0,40834;0,40789;0;0
0,40673;0,01463;0,0210;0,25236;0,2582;0,39544;0,41083;0,42221;0,46029;0,48165;0,49326;0,59630;0,60293;0,44412;0,45874;0,40188;0,39987;0,40915;0,40834;0;0
0,39731;0,03132;0,0146;0,24833;0,2524;0,38896;0,39544;0,42757;0,42221;0,48781;0,48165;0,66452;0,59630;0,43145;0,44412;0,40305;0,40188;0,40637;0,40915;0;0
0,39283;0,04938;0,0313;0,23914;0,2483;0,36223;0,38896;0,42520;0,42757;0,44549;0,48781;0,58001;0,66452;0,40968;0,43145;0,40466;0,40305;0,40386;0,40637;0;0
0,43722;0,11143;0,0494;0,24171;0,2391;0,45863;0,36223;0,50552;0,42520;0,32500;0,44549;0,32091;0,58001;0,48376;0,40968;0,40733;0,40466;0,40816;0,40386;0;0
0,44081;0,15007;0,1114;0,18895;0,2417;0,46511;0,45863;0,52160;0,50552;0,32840;0,32500;0,32344;0,32091;0,52794;0,48376;0,40399;0,40733;0,41498;0,40816;0;0
0,43498;0,15700;0,1501;0,11209;0,1890;0,47160;0,46511;0,53113;0,52160;0,45366;0,32840;0,50731;0,32344;0,53899;0,52794;0,40029;0,40399;0,42063;0,41498;0;0
0,44888;0,14568;0,1570;0,12851;0,1121;0,50484;0,47160;0,57522;0,53113;0,54375;0,45366;0,62682;0,50731;0,52924;0,53899;0,40170;0,40029;0,43094;0,42063;0;0
0,46413;0,07060;0,1457;0,15048;0,1285;0,45212;0,50484;0,46563;0,57522;0,55874;0,54375;0,63646;0,62682;0,49448;0,52924;0,40614;0,40170;0,44520;0,43094;0;0
0,45516;0,06830;0,0706;0,16122;0,1505;0,42945;0,45212;0,44423;0,46563;0,58065;0,55874;0,68236;0,63646;0,49155;0,49448;0,40987;0,40614;0,44879;0,44520;0;0
0,48475;0,12033;0,0683;0,17530;0,1612;0,49341;0,42945;0,48642;0,44423;0,61543;0,58065;0,69912;0,68236;0,52632;0,49155;0,41623;0,40987;0,45758;0,44879;0;0
0,45695;0,08558;0,1203;0,16513;0,1753;0,41811;0,49341;0,40678;0,48642;0,53211;0,61543;0,59371;0,69912;0,47628;0,52632;0,42087;0,41623;0,46197;0,45758;0;0
0,49686;0,11924;0,0856;0,19360;0,1651;0,46261;0,41811;0,47812;0,40678;0,61060;0,53211;0,66849;0,59371;0,49838;0,47628;0,42617;0,42087;0,47157;0,46197;0;0
0,50135;0,14477;0,1192;0,21002;0,1936;0,48690;0,46261;0,51261;0,47812;0,61469;0,61060;0,66593;0,66849;0,52534;0,49838;0,43226;0,42617;0,47901;0,47157;0;0
0,48610;0,11112;0,1448;0,20847;0,2100;0,40597;0,48690;0,40624;0,51261;0,55596;0,61469;0,57483;0,66593;0,48376;0,52534;0,43751;0,43226;0,48520;0,47901;0;0
0,48341;0,11126;0,1111;0,21260;0,2085;0,45129;0,40597;0,49478;0,40624;0,55460;0,55596;0,57687;0,57483;0,48018;0,48376;0,44146;0,43751;0,48493;0,48520;0;0
0,49327;0,03806;0,1113;0,21705;0,2126;0,39707;0,45129;0,42230;0,49478;0,55662;0,55460;0,57635;0,57687;0,43145;0,48018;0,44599;0,44146;0,49220;0,48493;0;0
0,49955;0,04178;0,0381;0,22423;0,2171;0,40031;0,39707;0,40686;0,42230;0,57505;0,55662;0,60635;0,57635;0,45224;0,43145;0,45040;0,44599;0,49274;0,49220;0;0
0,50000;0,03919;0,0418;0,22415;0,2242;0,42861;0,40031;0,48705;0,40686;0,56002;0,57505;0,62977;0,60635;0,48148;0,45224;0,45513;0,45040;0,49247;0,49274;0;0
0,49955;0,03585;0,0392;0,22451;0,2241;0,43266;0,42861;0,45673;0,48705;0,57300;0,56002;0,58090;0,62977;0,47791;0,48148;0,45933;0,45513;0,49516;0,49247;0;0
0,49596;0,00480;0,0358;0,21416;0,2245;0,40839;0,43266;0,47873;0,45673;0,56754;0,57300;0,58549;0,58090;0,45354;0,47791;0,46379;0,45933;0,49767;0,49516;0;0
0,51166;0,02736;0,0048;0,20526;0,2142;0,42537;0,40839;0,48883;0,47873;0,60576;0,56754;0,60936;0,58549;0,46426;0,45354;0,46904;0,46379;0,50135;0,49767;0;0
0,51704;0,04983;0,0274;0,18315;0,2053;0,43427;0,42537;0,47456;0,48883;0,62079;0,60576;0,65213;0,60936;0,48311;0,46426;0,47502;0,46904;0,50484;0,50135;0;0
0,51614;0,05498;0,0498;0,14205;0,1832;0,43346;0,43427;0,47100;0,47456;0,55179;0,62079;0,69076;0,65213;0,48895;0,48311;0,48119;0,47502;0,50807;0,50484;0;0
0,51480;0,04756;0,0550;0,13334;0,1421;0,43750;0,43346;0,49180;0,47100;0,54428;0,55179;0,68261;0,69076;0,48018;0,48895;0,48507;0,48119;0,51112;0,50807;1;0
0,51076;0,00339;0,0476;0,12049;0,1333;0,40192;0,43750;0,45319;0,49180;0,54702;0,54428;0,59108;0,68261;0,44672;0,48018;0,48857;0,48507;0,51408;0,51112;1;0
0,49731;0,04325;0,0034;0,09279;0,1205;0,36797;0,40192;0,42173;0,45319;0,50543;0,54702;0,49303;0,59108;0,41715;0,44672;0,49168;0,48857;0,51121;0,51408;1;0
0,52287;0,05326;0,0432;0,08097;0,0928;0,41566;0,36797;0,45734;0,42173;0,52107;0,50543;0,49351;0,49303;0,44672;0,41715;0,49538;0,49168;0,51238;0,51121;1;0
0,51973;0,05681;0,0533;0,07503;0,0810;0,41243;0,41566;0,45200;0,45734;0,52994;0,52107;0,48383;0,49351;0,46556;0,44672;0,49816;0,49538;0,51309;0,51238;1;0
0,46726;0,15047;0,0568;0,06449;0,0750;0,32512;0,41243;0,41399;0,45200;0,40529;0,52994;0,36533;0,48383;0,40286;0,46556;0,49877;0,49816;0,50359;0,51309;1;0
0,45785;0,20296;0,1505;0,08099;0,0645;0,33238;0,32512;0,44425;0,41399;0,43320;0,40529;0,44794;0,36533;0,35218;0,40286;0,49742;0,49877;0,49300;0,50359;1;0
0,45022;0,24218;0,2030;0,08722;0,0810;0,27260;0,33238;0,36533;0,44425;0,36105;0,43320;0,33603;0,44794;0,29955;0,35218;0,49709;0,49742;0,48359;0,49300;1;0
0,44574;0,20506;0,2422;0,11143;0,0872;0,27017;0,27260;0,36592;0,36533;0,34744;0,36105;0,32289;0,33603;0,33008;0,29955;0,49453;0,49709;0,46816;0,48359;1;0
0,37354;0,26057;0,2051;0,20950;0,1114;0,23443;0,27017;0,40373;0,36592;0,26095;0,34744;0,30209;0,32289;0,30507;0,33008;0,48814;0,49453;0,43892;0,46816;1;0
0,28610;0,52767;0,2606;0,38370;0,2095;0,09357;0,23443;0,29485;0,40373;0,13226;0,26095;0,20736;0,30209;0,14522;0,30507;0,47814;0,48814;0,40269;0,43892;1;0
0,25471;0,64807;0,5277;0,53136;0,3837;0,05063;0,09357;0,30711;0,29485;0,06969;0,13226;0,15932;0,20736;0,05068;0,14522;0,46670;0,47814;0,36206;0,40269;1;0
0,26009;0,59869;0,6481;0,63078;0,5314;0,06840;0,05063;0,32198;0,30711;0,06837;0,06969;0,14472;0,15932;0,09454;0,05068;0,45504;0,46670;0,32404;0,36206;1;0
0,27578;0,34110;0,5987;0,69307;0,6308;0,22681;0,06840;0,46481;0,32198;0,09152;0,06837;0,17304;0,14472;0,28915;0,09454;0,44386;0,45504;0,29004;0,32404;1;1
0,26951;0,07539;0,3411;0,74449;0,6931;0,37349;0,22681;0,67675;0,46481;0,08267;0,09152;0,15687;0,17304;0,44087;0,28915;0,43233;0,44386;0,26924;0,29004;1;1
0,27982;0,06086;0,0754;0,77691;0,7445;0,44905;0,37349;0,76424;0,67675;0,10374;0,08267;0,17657;0,15687;0,49285;0,44087;0,42135;0,43233;0,26798;0,26924;1;1
0,29776;0,08657;0,0609;0,79185;0,7769;0,47179;0,44905;0,76784;0,76424;0,10725;0,10374;0,15094;0,17657;0,50715;0,49285;0,41143;0,42135;0,27659;0,26798;1;1
0,29686;0,07743;0,0866;0,79334;0,7919;0,44172;0,47179;0,62859;0,76784;0,09776;0,10725;0,13280;0,15094;0,50065;0,50715;0,40070;0,41143;0,28395;0,27659;1;1
